country,alpha_2_code,alpha_3_code,numeric_code,indicator,time_period,obs_value,sex,unit_multiplier,unit_of_measure,observation_status,observation_confidentaility,time_period_activity_related_to_when_the_data_are_collected,current_age
Egypt,EG,EGY,818,Moderate food poverty,2014,38.9,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Egypt,EG,EGY,818,Moderate food poverty,2021,36.2,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
El Salvador,SV,SLV,222,Moderate food poverty,2014,22.7,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
El Salvador,SV,SLV,222,Moderate food poverty,2014,22.0,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
El Salvador,SV,SLV,222,Moderate food poverty,2014,22.4,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Swaziland,SZ,SWZ,748,Moderate food poverty,2006,38.1,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Swaziland,SZ,SWZ,748,Moderate food poverty,2014,40.9,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Swaziland,SZ,SWZ,748,Moderate food poverty,2021,47.9,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Swaziland,SZ,SWZ,748,Moderate food poverty,2006,41.2,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Swaziland,SZ,SWZ,748,Moderate food poverty,2014,40.8,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Swaziland,SZ,SWZ,748,Moderate food poverty,2021,54.9,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Swaziland,SZ,SWZ,748,Moderate food poverty,2006,39.7,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Swaziland,SZ,SWZ,748,Moderate food poverty,2014,40.8,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Swaziland,SZ,SWZ,748,Moderate food poverty,2021,51.6,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Ethiopia,ET,ETH,231,Moderate food poverty,2005,48.5,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Ethiopia,ET,ETH,231,Moderate food poverty,2011,45.4,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Ethiopia,ET,ETH,231,Moderate food poverty,2016,39.4,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Ethiopia,ET,ETH,231,Moderate food poverty,2019,41.8,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Ethiopia,ET,ETH,231,Moderate food poverty,2005,48.6,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Ethiopia,ET,ETH,231,Moderate food poverty,2011,43.4,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Ethiopia,ET,ETH,231,Moderate food poverty,2016,39.7,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Ethiopia,ET,ETH,231,Moderate food poverty,2019,39.3,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Ethiopia,ET,ETH,231,Moderate food poverty,2005,48.6,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Ethiopia,ET,ETH,231,Moderate food poverty,2011,44.4,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Ethiopia,ET,ETH,231,Moderate food poverty,2016,39.5,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Ethiopia,ET,ETH,231,Moderate food poverty,2019,40.5,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Fiji,FJ,FJI,242,Moderate food poverty,2021,33.6,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Fiji,FJ,FJI,242,Moderate food poverty,2021,32.5,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Fiji,FJ,FJI,242,Moderate food poverty,2021,33.0,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Gabon,GA,GAB,266,Moderate food poverty,2012,47.6,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Gabon,GA,GAB,266,Moderate food poverty,2020,46.7,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Gabon,GA,GAB,266,Moderate food poverty,2012,47.1,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Gabon,GA,GAB,266,Moderate food poverty,2020,46.2,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Gabon,GA,GAB,266,Moderate food poverty,2012,47.3,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Gabon,GA,GAB,266,Moderate food poverty,2020,46.4,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Gambia,GM,GMB,270,Moderate food poverty,2013,40.7,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Gambia,GM,GMB,270,Moderate food poverty,2018,46.8,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Gambia,GM,GMB,270,Moderate food poverty,2020,45.0,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Gambia,GM,GMB,270,Moderate food poverty,2013,40.5,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Gambia,GM,GMB,270,Moderate food poverty,2018,47.6,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Gambia,GM,GMB,270,Moderate food poverty,2020,42.7,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Gambia,GM,GMB,270,Moderate food poverty,2013,40.6,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Gambia,GM,GMB,270,Moderate food poverty,2018,47.2,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Gambia,GM,GMB,270,Moderate food poverty,2020,43.8,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Georgia,GE,GEO,268,Moderate food poverty,2018,38.2,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Georgia,GE,GEO,268,Moderate food poverty,2018,41.5,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Georgia,GE,GEO,268,Moderate food poverty,2018,39.8,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Ghana,GH,GHA,288,Moderate food poverty,2008,38.5,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Ghana,GH,GHA,288,Moderate food poverty,2011,43.5,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Ghana,GH,GHA,288,Moderate food poverty,2014,43.0,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Ghana,GH,GHA,288,Moderate food poverty,2017,43.2,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Ghana,GH,GHA,288,Moderate food poverty,2022,37.2,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Ghana,GH,GHA,288,Moderate food poverty,2008,37.4,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Ghana,GH,GHA,288,Moderate food poverty,2011,44.1,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Ghana,GH,GHA,288,Moderate food poverty,2014,48.2,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Ghana,GH,GHA,288,Moderate food poverty,2017,41.9,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Ghana,GH,GHA,288,Moderate food poverty,2022,37.2,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Ghana,GH,GHA,288,Moderate food poverty,2008,38.0,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Ghana,GH,GHA,288,Moderate food poverty,2011,43.8,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Ghana,GH,GHA,288,Moderate food poverty,2014,45.7,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Ghana,GH,GHA,288,Moderate food poverty,2017,42.5,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Ghana,GH,GHA,288,Moderate food poverty,2022,37.2,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Guatemala,GT,GTM,320,Moderate food poverty,2015,31.9,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Guatemala,GT,GTM,320,Moderate food poverty,2015,30.8,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Guatemala,GT,GTM,320,Moderate food poverty,2015,31.3,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Guinea,GN,GIN,324,Moderate food poverty,2012,25.6,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Guinea,GN,GIN,324,Moderate food poverty,2016,36.5,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Guinea,GN,GIN,324,Moderate food poverty,2018,29.8,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Guinea,GN,GIN,324,Moderate food poverty,2012,24.1,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Guinea,GN,GIN,324,Moderate food poverty,2016,35.4,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Guinea,GN,GIN,324,Moderate food poverty,2018,33.8,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Guinea,GN,GIN,324,Moderate food poverty,2012,24.8,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Guinea,GN,GIN,324,Moderate food poverty,2016,35.9,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Guinea,GN,GIN,324,Moderate food poverty,2018,31.9,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Guinea-Bissau,GW,GNB,624,Moderate food poverty,2014,53.6,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Guinea-Bissau,GW,GNB,624,Moderate food poverty,2019,43.2,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Guinea-Bissau,GW,GNB,624,Moderate food poverty,2014,51.8,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Guinea-Bissau,GW,GNB,624,Moderate food poverty,2019,35.1,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Guinea-Bissau,GW,GNB,624,Moderate food poverty,2014,52.6,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Guinea-Bissau,GW,GNB,624,Moderate food poverty,2019,39.1,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Guyana,GY,GUY,328,Moderate food poverty,2009,37.9,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Guyana,GY,GUY,328,Moderate food poverty,2014,38.3,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Guyana,GY,GUY,328,Moderate food poverty,2019,37.4,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Guyana,GY,GUY,328,Moderate food poverty,2009,36.4,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Guyana,GY,GUY,328,Moderate food poverty,2014,33.8,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Guyana,GY,GUY,328,Moderate food poverty,2019,43.0,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Guyana,GY,GUY,328,Moderate food poverty,2009,37.2,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Guyana,GY,GUY,328,Moderate food poverty,2014,36.1,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Guyana,GY,GUY,328,Moderate food poverty,2019,40.2,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Haiti,HT,HTI,332,Moderate food poverty,2006,54.1,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Haiti,HT,HTI,332,Moderate food poverty,2012,52.1,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Haiti,HT,HTI,332,Moderate food poverty,2017,52.5,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Haiti,HT,HTI,332,Moderate food poverty,2006,50.7,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Haiti,HT,HTI,332,Moderate food poverty,2012,51.6,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Haiti,HT,HTI,332,Moderate food poverty,2017,46.0,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Haiti,HT,HTI,332,Moderate food poverty,2006,52.4,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Haiti,HT,HTI,332,Moderate food poverty,2012,51.9,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Haiti,HT,HTI,332,Moderate food poverty,2017,49.2,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Honduras,HN,HND,340,Moderate food poverty,2006,31.8,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Honduras,HN,HND,340,Moderate food poverty,2012,32.2,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Honduras,HN,HND,340,Moderate food poverty,2019,32.8,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Honduras,HN,HND,340,Moderate food poverty,2006,31.3,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Honduras,HN,HND,340,Moderate food poverty,2012,31.2,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Honduras,HN,HND,340,Moderate food poverty,2019,32.6,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Honduras,HN,HND,340,Moderate food poverty,2006,31.5,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Honduras,HN,HND,340,Moderate food poverty,2012,31.7,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Honduras,HN,HND,340,Moderate food poverty,2019,32.7,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
India,IN,IND,356,Moderate food poverty,2006,48.0,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
India,IN,IND,356,Moderate food poverty,2015,37.4,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
India,IN,IND,356,Moderate food poverty,2020,35.7,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
India,IN,IND,356,Moderate food poverty,2006,50.1,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
India,IN,IND,356,Moderate food poverty,2015,37.9,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
India,IN,IND,356,Moderate food poverty,2020,36.6,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
India,IN,IND,356,Moderate food poverty,2006,49.1,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
India,IN,IND,356,Moderate food poverty,2015,37.7,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
India,IN,IND,356,Moderate food poverty,2020,36.2,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Indonesia,ID,IDN,360,Moderate food poverty,2012,32.6,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Indonesia,ID,IDN,360,Moderate food poverty,2017,33.2,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Indonesia,ID,IDN,360,Moderate food poverty,2012,33.6,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Indonesia,ID,IDN,360,Moderate food poverty,2017,34.6,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Indonesia,ID,IDN,360,Moderate food poverty,2012,33.2,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Indonesia,ID,IDN,360,Moderate food poverty,2017,33.9,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Iraq,IQ,IRQ,368,Moderate food poverty,2018,42.1,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Iraq,IQ,IRQ,368,Moderate food poverty,2018,40.1,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Iraq,IQ,IRQ,368,Moderate food poverty,2018,41.1,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Jamaica,JM,JAM,388,Moderate food poverty,2022,37.4,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Jamaica,JM,JAM,388,Moderate food poverty,2022,41.2,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Jamaica,JM,JAM,388,Moderate food poverty,2022,39.4,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Jordan,JO,JOR,400,Moderate food poverty,2007,21.5,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Jordan,JO,JOR,400,Moderate food poverty,2012,47.2,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Jordan,JO,JOR,400,Moderate food poverty,2017,40.8,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Jordan,JO,JOR,400,Moderate food poverty,2019,45.2,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Jordan,JO,JOR,400,Moderate food poverty,2023,40.1,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Jordan,JO,JOR,400,Moderate food poverty,2007,21.9,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Jordan,JO,JOR,400,Moderate food poverty,2012,47.1,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Jordan,JO,JOR,400,Moderate food poverty,2017,43.6,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Jordan,JO,JOR,400,Moderate food poverty,2019,39.6,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Jordan,JO,JOR,400,Moderate food poverty,2023,36.2,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Jordan,JO,JOR,400,Moderate food poverty,2007,21.7,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Jordan,JO,JOR,400,Moderate food poverty,2012,47.2,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Jordan,JO,JOR,400,Moderate food poverty,2017,42.3,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Jordan,JO,JOR,400,Moderate food poverty,2019,42.5,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Jordan,JO,JOR,400,Moderate food poverty,2023,37.9,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Kazakhstan,KZ,KAZ,398,Moderate food poverty,2015,39.5,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Kazakhstan,KZ,KAZ,398,Moderate food poverty,2015,39.5,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Kazakhstan,KZ,KAZ,398,Moderate food poverty,2015,39.5,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Kenya,KE,KEN,404,Moderate food poverty,2014,44.5,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Kenya,KE,KEN,404,Moderate food poverty,2022,48.1,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Kenya,KE,KEN,404,Moderate food poverty,2014,45.0,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Kenya,KE,KEN,404,Moderate food poverty,2022,45.6,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Kenya,KE,KEN,404,Moderate food poverty,2014,44.8,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Kenya,KE,KEN,404,Moderate food poverty,2022,46.9,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Kiribati,KI,KIR,296,Moderate food poverty,2009,52.1,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Kiribati,KI,KIR,296,Moderate food poverty,2018,57.8,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Kiribati,KI,KIR,296,Moderate food poverty,2009,54.1,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Kiribati,KI,KIR,296,Moderate food poverty,2018,54.9,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Kiribati,KI,KIR,296,Moderate food poverty,2009,53.2,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Kiribati,KI,KIR,296,Moderate food poverty,2018,56.2,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Kyrgyzstan,KG,KGZ,417,Moderate food poverty,2012,37.8,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Kyrgyzstan,KG,KGZ,417,Moderate food poverty,2014,47.7,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Kyrgyzstan,KG,KGZ,417,Moderate food poverty,2018,29.8,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Kyrgyzstan,KG,KGZ,417,Moderate food poverty,2021,37.2,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Kyrgyzstan,KG,KGZ,417,Moderate food poverty,2023,24.9,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Kyrgyzstan,KG,KGZ,417,Moderate food poverty,2012,36.1,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Kyrgyzstan,KG,KGZ,417,Moderate food poverty,2014,49.0,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Kyrgyzstan,KG,KGZ,417,Moderate food poverty,2018,32.6,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Kyrgyzstan,KG,KGZ,417,Moderate food poverty,2021,33.4,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Kyrgyzstan,KG,KGZ,417,Moderate food poverty,2023,25.7,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Kyrgyzstan,KG,KGZ,417,Moderate food poverty,2012,36.9,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Kyrgyzstan,KG,KGZ,417,Moderate food poverty,2014,48.4,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Kyrgyzstan,KG,KGZ,417,Moderate food poverty,2018,31.3,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Kyrgyzstan,KG,KGZ,417,Moderate food poverty,2021,35.2,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Kyrgyzstan,KG,KGZ,417,Moderate food poverty,2023,25.3,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Lao People's Democratic Republic,LA,LAO,418,Moderate food poverty,2017,43.0,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Lao People's Democratic Republic,LA,LAO,418,Moderate food poverty,2017,43.0,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Lao People's Democratic Republic,LA,LAO,418,Moderate food poverty,2017,43.0,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Lebanon,LB,LBN,422,Moderate food poverty,2021,56.2,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Lebanon,LB,LBN,422,Moderate food poverty,2023,52.3,Female,Units,%,Reported,,Middle of fieldwork,6 to 23 months old
Lebanon,LB,LBN,422,Moderate food poverty,2021,56.4,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Lebanon,LB,LBN,422,Moderate food poverty,2023,36.0,Male,Units,%,Reported,,Middle of fieldwork,6 to 23 months old
Lebanon,LB,LBN,422,Moderate food poverty,2021,56.3,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Lebanon,LB,LBN,422,Moderate food poverty,2023,44.0,Total,Units,%,Reported,,Middle of fieldwork,6 to 23 months old
Lesotho,LS,LSO,426,Moderate food poverty,2009,45.2,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Lesotho,LS,LSO,426,Moderate food poverty,2014,46.5,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Lesotho,LS,LSO,426,Moderate food poverty,2018,57.3,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Lesotho,LS,LSO,426,Moderate food poverty,2024,53.8,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Lesotho,LS,LSO,426,Moderate food poverty,2009,41.9,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Lesotho,LS,LSO,426,Moderate food poverty,2014,45.3,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Lesotho,LS,LSO,426,Moderate food poverty,2018,53.3,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Lesotho,LS,LSO,426,Moderate food poverty,2024,53.6,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Lesotho,LS,LSO,426,Moderate food poverty,2009,43.6,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Lesotho,LS,LSO,426,Moderate food poverty,2014,45.9,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Lesotho,LS,LSO,426,Moderate food poverty,2018,55.2,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Lesotho,LS,LSO,426,Moderate food poverty,2024,53.7,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Liberia,LR,LBR,430,Moderate food poverty,2007,46.5,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Liberia,LR,LBR,430,Moderate food poverty,2013,57.2,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Liberia,LR,LBR,430,Moderate food poverty,2019,48.8,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Liberia,LR,LBR,430,Moderate food poverty,2007,48.3,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Liberia,LR,LBR,430,Moderate food poverty,2013,52.2,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Liberia,LR,LBR,430,Moderate food poverty,2019,48.9,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Liberia,LR,LBR,430,Moderate food poverty,2007,47.5,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Liberia,LR,LBR,430,Moderate food poverty,2013,54.6,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Liberia,LR,LBR,430,Moderate food poverty,2019,48.9,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Madagascar,MG,MDG,450,Moderate food poverty,2009,60.0,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Madagascar,MG,MDG,450,Moderate food poverty,2018,55.1,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Madagascar,MG,MDG,450,Moderate food poverty,2021,49.5,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Madagascar,MG,MDG,450,Moderate food poverty,2009,62.4,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Madagascar,MG,MDG,450,Moderate food poverty,2018,53.6,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Madagascar,MG,MDG,450,Moderate food poverty,2021,49.7,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Madagascar,MG,MDG,450,Moderate food poverty,2009,61.2,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
